Product_ID,Product_Name,Category,Price,Stock_Available
800,Product_800,Books,171.49,732
801,Product_801,Toys,84.4,920
802,Product_802,Books,90.26,32
803,Product_803,Clothing,71.49,353
804,Product_804,Clothing,123.26,499
805,Product_805,Books,116.11,811
806,Product_806,Books,-16.72,475
807,Product_807,Electronics,17.75,372
808,Product_808,Toys,113.19,653
809,Product_809,Electronics,66.45,556
810,Product_810,Electronics,182.32,865
811,Product_811,Furniture,71.83,366
812,Product_812,Clothing,177.91,-3
813,Product_813,Clothing,192.49,716
814,Product_814,Furniture,8.8,457
815,Product_815,Books,154.03,434
816,Product_816,Electronics,-14.44,638
817,Product_817,Furniture,188.97,837
818,Product_818,Books,66.29,273
819,Product_819,Furniture,174.25,716
820,Product_820,Toys,168.99,919
821,Product_821,Toys,51.23,143
822,Product_822,Furniture,112.8,769
823,Product_823,Electronics,192.82,965
824,Product_824,Toys,9.77,839
825,Product_825,Furniture,196.16,518
826,Product_826,Toys,57.48,230
827,Product_827,Furniture,78.85,602
828,Product_828,Clothing,30.66,385
829,Product_829,Clothing,91.11,629
830,Product_830,Furniture,176.55,701
831,Product_831,Electronics,5.86,825
832,Product_832,Clothing,97.65,994
833,Product_833,Furniture,30.03,552
834,Product_834,Books,177.44,51
835,Product_835,Clothing,46.05,807
836,Product_836,Toys,142.82,453
837,Product_837,Books,199.09,93
838,Product_838,Clothing,98.05,951
839,Product_839,Electronics,80.46,287
840,Product_840,Toys,93.86,515
841,Product_841,Toys,13.11,134
842,Product_842,Electronics,12.52,142
843,Product_843,Books,-15.16,570
844,Product_844,Furniture,0.1,825
845,Product_845,Electronics,50.27,414
846,Product_846,Toys,139.31,824
847,Product_847,Toys,28.43,204
848,Product_848,Clothing,-1.66,131
849,Product_849,Toys,33.48,676
850,Product_850,Toys,31.97,285
851,Product_851,Books,38.44,895
852,Product_852,Books,52.75,825
853,Product_853,Electronics,127.03,656
854,Product_854,Clothing,119.82,276
855,Product_855,Furniture,122.9,443
856,Product_856,Furniture,130.59,635
857,Product_857,Books,59.58,863
858,Product_858,Electronics,8.16,845
859,Product_859,Toys,171.41,42
860,Product_860,Furniture,191.55,962
861,Product_861,Books,114.72,0
862,Product_862,Toys,149.84,541
863,Product_863,Toys,64.0,831
864,Product_864,Electronics,139.96,974
865,Product_865,Electronics,103.07,936
866,Product_866,Toys,-9.24,775
867,Product_867,Toys,178.35,13
868,Product_868,Books,151.17,997
869,Product_869,Clothing,16.52,20
870,Product_870,Furniture,120.29,523
871,Product_871,Toys,66.99,804
872,Product_872,Electronics,137.55,396
873,Product_873,Furniture,187.41,235
874,Product_874,Furniture,132.05,286
875,Product_875,Clothing,76.04,117
876,Product_876,Electronics,168.57,380
877,Product_877,Furniture,155.25,230
878,Product_878,Clothing,68.53,363
879,Product_879,Toys,86.27,744
880,Product_880,Furniture,-19.59,186
881,Product_881,Clothing,107.19,314
882,Product_882,Electronics,36.94,333
883,Product_883,Furniture,-16.37,958
884,Product_884,Books,11.74,646
885,Product_885,Furniture,93.42,664
886,Product_886,Clothing,14.82,612
887,Product_887,Toys,141.67,74
888,Product_888,Electronics,152.61,86
889,Product_889,Furniture,128.92,861
890,Product_890,Clothing,103.84,357
891,Product_891,Books,121.91,375
892,Product_892,Clothing,63.49,865
893,Product_893,Clothing,31.08,302
894,Product_894,Clothing,141.17,967
895,Product_895,Clothing,10.7,956
896,Product_896,Electronics,133.31,354
897,Product_897,Electronics,54.31,289
898,Product_898,Toys,26.68,402
899,Product_899,Electronics,70.41,427
900,Product_900,Clothing,184.51,809
901,Product_901,Clothing,-16.02,318
902,Product_902,Furniture,74.84,279
903,Product_903,Clothing,68.54,475
904,Product_904,Toys,143.19,926
905,Product_905,Furniture,34.21,995
906,Product_906,Clothing,27.13,180
907,Product_907,Furniture,156.75,630
908,Product_908,Toys,69.44,892
909,Product_909,Toys,103.26,679
910,Product_910,Furniture,16.83,945
911,Product_911,Books,122.49,883
912,Product_912,Furniture,193.16,528
913,Product_913,Clothing,170.16,585
914,Product_914,Clothing,183.9,923
915,Product_915,Electronics,105.91,701
916,Product_916,Books,167.99,702
917,Product_917,Books,106.79,407
918,Product_918,Books,86.68,756
919,Product_919,Books,155.16,313
920,Product_920,Electronics,-11.34,547
921,Product_921,Toys,155.7,354
922,Product_922,Toys,184.89,965
923,Product_923,Books,-6.58,327
924,Product_924,Electronics,44.18,734
925,Product_925,Electronics,-18.44,430
926,Product_926,Electronics,62.05,539
927,Product_927,Books,149.39,43
928,Product_928,Clothing,135.96,831
929,Product_929,Toys,-0.43,445
930,Product_930,Toys,-14.12,253
931,Product_931,Furniture,-6.95,729
932,Product_932,Books,-2.85,270
933,Product_933,Books,166.84,886
934,Product_934,Clothing,-13.04,305
935,Product_935,Furniture,87.71,711
936,Product_936,Electronics,180.57,301
937,Product_937,Furniture,191.26,509
938,Product_938,Toys,3.86,871
939,Product_939,Books,75.31,724
940,Product_940,Toys,25.21,882
941,Product_941,Electronics,17.08,786
942,Product_942,Books,126.64,897
943,Product_943,Furniture,189.72,973
944,Product_944,Books,74.71,822
945,Product_945,Toys,50.26,39
946,Product_946,Electronics,61.87,81
947,Product_947,Books,157.25,200
948,Product_948,Toys,104.64,632
949,Product_949,Books,147.18,571
950,Product_950,Toys,127.4,76
951,Product_951,Toys,48.94,39
952,Product_952,Toys,115.49,887
953,Product_953,Clothing,84.81,-1
954,Product_954,Books,90.63,139
955,Product_955,Electronics,149.8,463
956,Product_956,Toys,37.66,427
957,Product_957,Toys,62.41,729
958,Product_958,Furniture,168.9,849
959,Product_959,Clothing,59.11,838
960,Product_960,Furniture,89.87,200
961,Product_961,Furniture,67.06,577
962,Product_962,Toys,199.61,226
963,Product_963,Toys,165.88,469
964,Product_964,Clothing,175.37,517
965,Product_965,Furniture,53.38,43
966,Product_966,Books,-3.11,582
967,Product_967,Furniture,157.54,412
968,Product_968,Books,150.54,968
969,Product_969,Clothing,0.1,823
970,Product_970,Clothing,170.99,266
971,Product_971,Electronics,68.72,478
972,Product_972,Books,133.74,81
973,Product_973,Toys,151.21,306
974,Product_974,Clothing,182.66,346
975,Product_975,Clothing,-18.46,316
976,Product_976,Toys,25.78,90
977,Product_977,Toys,35.29,267
978,Product_978,Furniture,86.5,982
979,Product_979,Books,80.26,437
980,Product_980,Books,-9.24,65
981,Product_981,Toys,122.62,519
982,Product_982,Books,141.91,663
983,Product_983,Books,77.52,237
984,Product_984,Electronics,55.83,778
985,Product_985,Books,107.21,134
986,Product_986,Books,90.32,707
987,Product_987,Toys,21.59,396
988,Product_988,Electronics,47.47,292
989,Product_989,Furniture,23.18,19
990,Product_990,Books,-5.93,860
991,Product_991,Books,155.03,270
992,Product_992,Furniture,88.35,636
993,Product_993,Toys,141.66,859
994,Product_994,Books,109.0,98
995,Product_995,Furniture,83.14,294
996,Product_996,Electronics,48.2,807
997,Product_997,Clothing,52.74,897
998,Product_998,Toys,158.49,706
999,Product_999,Electronics,164.38,110
1000,Product_1000,Toys,138.86,871
